self,title,artifact,image,thumbnail,materials,dimensions,date,origin,distance,collection,link,license,link2,ledger,department,customer,page,origin2,production1,production2,materials2,description,author,book,publisher,author2,book2,publisher2,unit,pounds,pounds2,dollars,analytics,Thumb1,Thumb2,Thumb3,Thumb4,Thumb5,Thumb6,Thumb7,New Description,Notes,Notes2
Pins,Pins,Pins from Arell's Tavern,Pins.jpg,PinsThumbnail.jpg,Brass,,Post 1760,,,Alexandria Archaeology Museum,https://www.alexandriava.gov/Archaeology,Public Domain,https://en.wikipedia.org/wiki/Public_domain,PinsLedger.jpg,Sewing,Mrs. Elizabeth Doleman,38,,,,,"Pins were an integral part of hand sewing and mending. Because they were so ubiquitous, small, and easy to loose, they are frequently found in large numbers at historical sites. Many pins found at colonial sites were brass and were tin-plated.",Ivor Noël Hume.,A Guide to Artifacts of Colonial America.,"(Philadelphia: University of Pennsylvania Press, 2001), 84-86.",,,,1 weight,6 pence per weight,3.4,5.6,"The databases record sixteen purchases of pins. Pins were sold by the weight. Although The databases record no qualifiers indicating quality, the price was either six pence or eight pence for one weight.",Linen,Shoes,Hose,Thread,Petticoat,Mitts,Fringe,,update image with higher quality from Alexandria,
Ribbon,Ribbon,Green Silk Ribbon,Ribbon.jpg,RibbonThumbnail.jpg,Silk,"L: 2'5""; W: 2""",1700-1900,England (Possibly),"3,607 mi.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:38403,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,RibbonLedger.jpg,Sewing,Charles Mason,29,,,,,"Ribbons had many uses and meanings in the eighteenth century and were purchased by both women and men of varying social status. As accessories they could be used to trim a new dress, revitalize an old dress, adorn ones hair, decorate ones hat, or wear as a necklace. Practically, they were used to tie aprons, bonnets, and breeches; fasten purses and pocketbooks; or hang objects on the wall. Symbolically, men exchanged ribbons with women as part of a courtship ritual indicating desire.","Ann Smart Martin. ""Ribbons of Desire: Gendered Stories in the World of Goods,"" in","Gender, Taste, and Material in Britain in America in the Long Eighteenth-century,","(New Haven: Yale University Press, 2006.), 181-187",,,,,7.5 pence for a half yard,4.53,7.47,"The databases record seventeen purchases of ribbon. Qualifiers include ribbon No. 1-7, lace, satin, black, and love ribbons. Twelve of the seventeen purchases were made by men. Ribbon was sold by the yard and the prices range from six pence to twelve pence.",Tea,WatchString,Fringe,Linen,Check,Sugar,Silk,,,
Scissors,Small Scissors,Scissors,Scissors.jpg,ScissorsThumbnail.jpg,Steel,,1760-1780,"Woodstock, England",3610 mi.,Victoria & Albert Museum,http://collections.vam.ac.uk/item/O79594/scissors-unknown/,"© Victoria and Albert Museum, London.",http://www.vam.ac.uk/content/articles/t/terms-and-conditions/,ScissorsLedger.jpg,Sewing,Thomas Sorrel,167,,,,,"Scissors are tools comprised of two blades riveted together with looping handles for the thumb and forefinger. While shears were still the predominant tool for agricultural purposes, they were replaced by scissors for precision cutting needs such as paper, fabric, and thread. The size of the scissors and length of the blade varied depending on use; embroidery scissors and nail scissors were often small instruments with ornamented hafts. They were commonly made out of steel, but precious metals such as silver or gold were sometimes used for ornate embroidery scissors",Ivor Noël Hume.,A Guide to Artifacts of Colonial America.,"(Philadelphia: University of Pennsylvania Press, 2001), 267-269.",“Scissors” In,New Oxford American Dictionary.,"Oxford :Oxford University Press, 2011",,6 pence,3.4,5.6,The databases record ten pairs of scissors. One pair is identified as small but The databases record no other qualifiers. Their prices range from five pence to nine pence.,Sugar,Osnaburg,Linen,Check,Stays,Silk,Thread,,,
Thimble,Thimble,Thimble from Arell's Tavern,Thimble.jpg,ThimbleThumbnail.jpg,Brass,,Post 1760,,,Alexandria Archaeology Museum,https://www.alexandriava.gov/Archaeology,Public Domain,https://en.wikipedia.org/wiki/Public_domain,ThimbleLedger.jpg,Sewing,Daniel Talbot,124,,,,,"Humble and utilitarian or ornamental and personalized, thimbles are tools used to protect the fingers from developing calluses when hand stitching. Though the basic design of colonial thimbles did not vary greatly, the size and weight of a thimble was dependent on the size of the user's hands and the type of stitching. Intimate gift, valuable possession, or aesthetic pleasure, thimbles were often engraved with initials and were one of few commodities a woman might literally call her own.",Ivor Noël Hume.,A Guide to Artifacts of Colonial America.,"(Philadelphia: University of Pennsylvania Press, 2001), 84-86.",,,,1,1 pence,0.57,0.94,"The databases record twenty-nine thimbles. Most purchases were for 1 or 2 thimbles, but Henry Vanmetre purchased a dozen thimbles on December 6, 1753. Their prices ranged from one pence for a single unspecified thimble to two shillings for a dozen thimbles.",ChamberPot,Osnaburg,Needle,Paper,Linen,Sugar,Bridle,,,
Thread,Fine Colored Thread,Skeins of silk thread,Thread.jpg,ThreadThumbnail.jpg,Silk,Length: 13.6 cm,1800-1850,England,"3,607 mi.",Victoria & Albert Museum,http://collections.vam.ac.uk/item/O78858/skein-unknown/,"© Victoria and Albert Museum, London.",http://www.vam.ac.uk/content/articles/t/terms-and-conditions/,ThreadLedger.jpg,Sewing,Mary Janey,276,,,,,"Thread was one of the most common purchases at the Ramsay store. Thread was sold in a variety of qualities and colors and was used primarily for sewing, mending, and embroidery.","Goggin, Maureen Daly, and Beth Fowkes Tobin.","Women and the material culture of needlework and textiles, 1750-1950.","(Farnham, England: Ashgate, 2009.)",,,,.25 lbs,"1 shilling, 8 pence",11.3,18.6,"The databases record one hundred and twenty two purchases of thread. In addition to colors, thread is qualified in types such as fine, best, and nun's thread. Thread was most commonly sold by the ounce, though some larger purchases were weighed in pounds. Their prices ranged from two pence for an ounce of thread to four shillings nine pence for a half ounce of fine white and brown thread No. 18.",Mohair,Button,Osnaburg,Coffee,Indigo,Linen,Garter,,,
Bombazine,Bombazine,Bombazine Gown (detail),Bombazine.jpg,BombazineThumbnail.jpg,"red silk warp, brown wool weft",Length: 147.0 cm,1770-1780,England,"3,607 mi.",Victoria & Albert Museum,http://collections.vam.ac.uk/item/O350639/gown-unknown/,"© Victoria and Albert Museum, London.",http://www.vam.ac.uk/content/articles/t/terms-and-conditions/,BombazineLedger.jpg,Textile,Hugh West Jr.,83,Bombazine was primarily produced in Spitalfields and Norwich.,England,Spitalfields,,Bombazine is a combined fabric made of two types of thread: a silk warp and worsted weft. It was used for window dressings and clothing. It's lighter weight made it suitable for summer attire.,Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984)",,,,2 yards,3 shillings per yard,20.4,33.6,"The databases record only two purchases of bombazine. While there is no indication of quality, one cusomer paid only three shillings a yard for bombazine, another paid three shillings four pence per yard.",Gloves,PenKnife,Boots,Button,Bridle,Linen,Paper,,,
Broadcloth,Broadcloth,Broadcloth Frock Coat,Broadcloth.jpg,BroadclothThumbnail.jpg,"broadcloth, silver threads, bullion, and sequins","OL: 41 1/2""",1775-1785,England,"3,607 mi.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:30419,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,BroadclothLedger.jpg,Textile,Hugh West Jr.,83,,,,,"Broadcloth is a type of sturdy wool that was both carded and fulled. It was primarily used for clothing, particularly for coats and outerwear.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 177-179.",,,,,11 shillings per yard,74.8,123,"The databases record six purchases of broadcloth. Of these, two are black and one is scarlet, two are identified as fine and a third as finest, indicating a range of qualities and colors of broadcloth. We can't always trust these qualifiers however, since the entry for finest black broadcloth is the lowest price at eighteen pence per yard and the prices range up to fourteen shillings six pence per yard for fine broadcloth.",Velvet,Button,Osnaburg,Shot,Paper,Sugar,Bridle,,,
Buckram,Buckram,Woman's hat,Buckram.jpg,BuckramThumbnail.jpg,"Buckram interior, silk tabby exterior","11 1/2""; Depth: 11""",Circa 1840,England,"3,607 mi.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:5463,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,BuckramLedger.jpg,Textile,Joseph Yates,174,,,,,"Buckram is a stiff coarse fabric of hemp. It was primarily used to stiffen garments and accessories such as bodices, hats, or outerwear into a desired shape. Since buckram was typically sewn on the interior of garments, it could be produced new or made of re-purposed fabric.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 181.",,,,,12 pence per yard,6.8,11.2,"The databases record thirteen purchases of Buckram with no qualifiers to indicate quality or type. Buckram was usually purchased by the yard, though occasionally by the piece. The purchases are for quantities of one yard or smaller, likely since it was only used in areas where fabric needed to be stiffened. The prices range from two and a half pence for a quarter yard to one shilling ten pence for one piece.",Thread,Silk,Mohair,Button,Linen,Hat,Spoon,,,
Calico,Calico,Printed Calico Quilt Center,Calico.jpg,CalicoThumbnail.jpg,Calico,27 5/8 x 29 1/2 in. (70.2 x 74.9 cm),ca. 1790,"Philadelphia, PA",146 mi.,Metropolitan Museum of Art,http://www.metmuseum.org/art/collection/search/19004?when=A.D.??1800&amp;ft=calico&amp;pg=1&amp;rpp=20&amp;pos=14,OASC,http://www.metmuseum.org/about-the-met/policies-and-documents/image-resources/frequently-asked-questions,CalicoLedger.jpg,Textile,Mrs. Sarah Wigginton,19,"Though advancements in textile technology allowed British and American tradesmen to produce calico after 1774, any calico sold in the 1750s would have been imported from India.",India,,,"Calico refers to a linen-like cloth made of cotton. The name calico comes from the city Calicut in India where calico was first produced. It was used for clothing, handkerchiefs, quilts, and drapery.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 184-185.",,,,yard,"3 shillings, 6 pence per yard",23.8,39.2,"The databases record seven sales of calico. Many of them are not identified by qualifiers, but three of them are labeled as calicoes No. 1, No. 2, and No. 3 indicating that there were different types of calico for sale. The prices range from three shillings to seven shillings six pence per yard.",Paper,Linen,Pencil,Shot,PenKnife,Thread,Needle,,,
Calimanco,Calimanco,Wholecloth Calimanco Quilt,Calimanco.jpg,CalimancoThumbnail.jpg,Wool and Cotton,102 1/2 x 99 1/2 in.,ca. 1750,Made in New England,,Metropolitan Museum of Art,http://www.metmuseum.org/art/collection/search/13858,OASC,http://www.metmuseum.org/about-the-met/policies-and-documents/image-resources/frequently-asked-questions,CalimancoLedger.jpg,Textile,Mrs. Elizabeth Doleman,38,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England.",England,,,"Calimanco was a worsted textile used for furnishing, clothing, and quilted coverlets. It was valued for its gloss and brilliance.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984). 185-187.",,,,yard,12 pence per yard,6.8,11.2,"The databases record eleven purchases of calimanco. It was sold in color variations of scarlet, yellow, black, blue or green as well as flowered but The databases record no qualifiers to indicate the quality of fabric. The prices for calimanco range from twelve pence to one shilling ten pence per yard.",Ribbon,Silk,Hose,Garter,Rug,Thread,Fringe,,,
Cambric,Cambric,Cambric Fichu with lace,Cambric.jpg,CambricThumbnail.jpg,Cambric with bobbin lace,,1730-1770,"Valenciennes, France",6186 km.,Victoria & Albert Museum,http://collections.vam.ac.uk/item/O363976/fichu-unknown/,"© Victoria and Albert Museum, London.",http://www.vam.ac.uk/content/articles/t/terms-and-conditions/,CambricLedger.jpg,Textile,Mrs. Elizabeth Doleman,38,Cambric was primarily produced in France and Britain.,France,,,"Cambric is a thin linen fabric used for household use, clothing and clothing accessories including as fichus and cravats as well as curtains. It was typically bleached and worn white rather than ornamented or dyed.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984)",,,,1.5 yds,"6 shillings, 8 pence per yard",45.3,74.7,The databases record only three purchases of cambric. Their prices range from three shillings seven pence to eight shillings per yard for 'fine' cambric.,Lawn,Shoes,Hose,Hoop,Fringe,Lace,Gown,,,
Check,Check,Petticoat with check backing,Check.jpg,CheckThumbnail.jpg,Check wool backing on tabby silk,"OL: 35""; Waist: 31 1/2""",1760-1790,Europe,,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:30921,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,CheckLedger.jpg,Textile,Mary Sarbuck,19,"Check was produced in British production centers, such as Manchester.",England,Manchester,,"The name check refers to the checkered pattern created by weaving contrasting warp and weft colors. It was made with any variety of fibers, and therefore it's weight and durability varied. It was used for bed covers, curtains, upholstery, and clothing.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984)",,,,1 yard,16 pence per yard,9.07,15,The databases record thirty-five purchases of check. It is primarily qualified by the width of the fabric and sold by the yard. The prices range from seven pence to fifteen shillings and five pence for 7/8 width check. This wide range is possibly because check refers to the checkered pattern and not the materials used to make it which could vary greatly in type and cost.,Hat,Tea,Sugar,Bason,Stays,InkPot,,,look into 7/8 width fabrics,
Chintz,Chintz,Piece of chintz fabric,Chintz.jpg,ChintzThumbnail.jpg,Chintz,L. 61 1/2 x W. 35 1/2 inches 156.2 x 90.2 cm,ca. 1770,"British, Crayford, Kent","3,699 mi",Metropolitan Museum of Art,http://www.metmuseum.org/art/collection/search/229124?when=A.D.??1800&amp;ft=chintz&amp;pg=1&amp;rpp=20&amp;pos=1,OASC,http://www.metmuseum.org/about-the-met/policies-and-documents/image-resources/frequently-asked-questions,ChintzLedger.jpg,Textile,Elizabeth Pearson,77,"While this technique was developed in India, a modified version of this technique was being used to produce chintz in England as early as 1676; therefore chintz could have been imported from either.",India,,,"Chintz refers to a printed cotton created with a madder-mordant technique. In colonial America, chintz was used for both clothing and upholstery.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 200.",,,,yard,32 shillings per yard,218,359,"The databases record only two sales of chintz. Chintz No. 5 sold for thirty two shillings per yard, while Fine Chintz No. 6 sold for only five shillings three pence per yard.",Gloves,Shoes,Hose,Fringe,Petticoat,Stays,Fan,,"The ledger does say “ 6 1/2 yds. Chintz @ 32/” but it doesn't add up to the line total which is 1,, 15,, 10 1/2. Could you look into this?",
Cotton,Cotton,Cotton Quilt,Cotton.jpg,CottonThumbnail.jpg,Resist-dyed cotton,86 x 73 1/2 in. (218.4 x 186.7 cm),Ca. 1760-1780,"United States, Connecticut",330 mi.,LACMA,http://collections.lacma.org/node/252335,Public Domain,http://www.lacma.org/about/contact-us/terms-use,CottonLedger.jpg,Textile,Francis Triplet Sr.,128,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England.",England,,,"While cotton does refer to fabrics made of the material cotton, there were also woolen fabrics as well. Cottons made from the material cotton were popular for clothing because they were light weight and breathable.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 206.",,,,yard,14.5 pence per yard,8.22,13.6,"The databases record twenty-one sales listed as “cotton” in addition to various types of cotton fabric such as calico, humhum, muslin, and nankeen. The Ramsay store sold multiple grades and types of cotton fabrics listed from No. 1-5. The prices range from six and a half pence to twenty-two shillings per yard.",Shoes,Hat,Osnaburg,Thread,Button,Mohair,Osnaburg,,,
Crape,Crape,Crape Bonnet,Crape.jpg,CrapeThumbnail.jpg,Silk Crape,,1880s,United States,,LACMA,http://collections.lacma.org/node/228144,Public Domain,http://www.lacma.org/about/contact-us/terms-use,CrapeLedger.jpg,Textile,Mrs. Penelope French,343,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England.",England,,,"Crape was a lightweight gauzy fabric made of silk, worsted, or worsted with silk. It was used primarily for clothing and head wear. Though it was made in a variety of colors, black crape was particularly popular for mourning clothes.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984)",,,,15 yards,"2 shillings, 6 pence per yard",17,28,"The databases record only three purchases of crape. One is identified as silk crape, another as black crape, and the third as hat band crape. Their prices range from two shillings six pence per yard for silk crape to one pound seventeen shillings and six pence for fifteen yards of black crape.",Stays,Silk,Thread,Ribbon,,,,,,
Damask,Damask,Brocaded wool damask panel,Damask.jpg,DamaskThumbnail.jpg,Damask,38 x 18 in. (96.52 x 45.72 cm),Mid 18thCentury,"England, Norwich","3,700 mi",LACMA,http://collections.lacma.org/node/233912,Public Domain,http://www.lacma.org/about/contact-us/terms-use,DamaskLedger.jpg,Textile,Mrs. Elizabeth Broadwater,195,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England.",England,,,"Patterns are created in damask fabric by alternating between warp- and weft-float faces of a weave. This contrast can be between two tones of silk, or silk and another fiber. The pattern appears raised off of the background creating a textured fabric, this is particularly pronounced when the silk is woven with a thicker fiber. Damask was used for clothing, drapery, and upholstery. When used in upholstery, it was often paired with covers of a sturdier fabric for daily use in order to preserve the damask for special occasions.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 212-214.",,,,11 yds.,"18 shillings, 4 pence per yard",125,206,There is only one sale of damask priced at one shilling eight pence per yard.,Sugar,Osnaburg,Shoes,Rum,Calico,Blanket,Ginger,,,
Dimity,Dimity,Dimity Petticoat,Dimity.jpg,DimityThumbnail.jpg,Linen/ cotton dimity with needlework,"OL: 35 1/2""; Waist: 30 1/2""",1745-1760,"America, New England",,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:14042ttp://emuseum.history.org/view/objects/asitem/search@/5/title-asc?t:state:flow=3c0ecad0-e775-46bc-8340-9c5f1429af81,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,DimityLedger.jpg,Textile,Mrs. Sarah Wigginton,19,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England.",England,,,"Dimity is a patterned fabric woven in a harness-loom. While initially woven of cotton, some sources refer to linen and silk dimities as well. It is related to fustian; however, where fustian is woven plain and died, dimity is woven with a pattern ranging from simple stripes or checks to more elaborate floral motifs. It was used primarily for clothing and bedding.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 218-219.",,,,,2 shillings per yard,13.6,22.4,"The databases record only four purchases of Dimity by only two customers, Mrs. Sarah Wigginton and Mrs. Elizabeth Broadwater. Of these, two are identified as corded, one as India, and the other as fine India dimity. The prices range from eight and a half pence for a piece of India dimity to two shillings per yard of fine India dimity.",Hat,Paper,Linen,Pencil,Shot,PenKnife,Thread,,,
Drab,Drab,Drab cotton dress,Drab.jpg,DrabThumbnail.jpg,Roller-Printed Drab,"OL: 51""; Textile width: 34 1/2""; waist: about 21""",1830s,England,"3,607 mi.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:41419,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,DrabLedger.jpg,Textile,Mary Janey,92,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England.",England,,,"Drab is a thick, dense, and costly fabric. It was used for clothing and was an ideal fabric for outerwear because of it's heavy weight. Though drab could be dyed in a variety of colors, it is often the same dull gray-beige as the color of the same name.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 224.",,,,,14 shillings per yard,95.2,157,The databases record only one purchase of drab as a textile; however there are also also three drab cloaks.,Silk,Button,Buckram,Garter,Pins,Mitts,Tea,,Ann will check pricing,
Fustian,Tufted Fustian,Fustian Piece,Fustian.jpg,FustianThumbnail.jpg,Fustian,L. 96 x W. 31 inches 218.4 x 78.7 cm,1765-1775,"British, Bromley Hall, Middlesex","3,667 mi",Metropolitan Museum of Art,http://www.metmuseum.org/art/collection/search/229298?when=A.D.??1800&amp;ft=calico&amp;pg=1&amp;rpp=20&amp;pos=13,OASC,http://www.metmuseum.org/about-the-met/policies-and-documents/image-resources/frequently-asked-questions,FustianLedger.jpg,Textile,Fielding Turner,147,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England.",England,,,"Fustians are thick coarse fabrics which were made of linen or cotton and possibly wool. Tufted fustians involved raised decorations on the surface of the fabric. Varieties of fustian include textured fabrics such as corduroy and jean. Fustians were used for clothing, upholstery, and draperies.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 244-245.",,,,yard,16 pence per yard,9.07,15,"The databases record only two sales of fustian. One yard of tufted fustian sold for sixteen pence, while two and a half yards of pillow fustian sold for twelve shillings.",Broadcloth,Silk,Button,Linen,Hat,Buckram,Cambric,,,
Lawn,Lawn,Lawn Dress (detail),Lawn.jpg,LawnThumbnail.jpg,Lawn with embroidery,,1825-1830,England,"3,607 mi.",Victoria & Albert Museum,http://collections.vam.ac.uk/item/O1119753/dress-unknown/,"© Victoria and Albert Museum, London.",http://www.vam.ac.uk/content/articles/t/terms-and-conditions/,LawnLedger.jpg,Textile,Mrs. Sarah Wigginton,272,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England. Lawn was produced in England, Flanders, France, St. Quintin, and Scotland.",England,,,"Lawn was a lightweight linen similar to cambric used primarily for clothing and handkerchiefs. It was sold in a variety of ornamental styles including flowered, sprigged, striped, and plain.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984)",,,,1 yard,"3 shillings, 6 pence per yard",23.8,39.2,"The databases record twelve purchases of lawn. Qualifiers for lawn include plain, flowered, striped, and numbered types. It was sold by the yard and the prices ranged from two shillings ten pence for a flowered lawn to eight shillings three pence for lawn No. 1332.",ShoeBuckle,Linen,Hose,Osnaburg,Mitts,Nail,Dimity,,,
Linen,Fine White Linen,Wrapping Gown (detail),Linen.jpg,LinenThumbnail.jpg,Linen with embroidery,70.5 cm centre back,1740-1760,England,"3,607 mi.",Victoria & Albert Museum,http://collections.vam.ac.uk/item/O238478/wrapping-gown-unknown/,"© Victoria and Albert Museum, London.",http://www.vam.ac.uk/content/articles/t/terms-and-conditions/,LinenLedger.jpg,Textile,Lyle Manasses,251,"Most of the textiles sold in the Ramsay store were either produced and imported from England, or imported to the colonies through England. Linens were produced in an array of weaving qualities from Ireland, Holland, and Silesia.",Ireland,,,"Linen is a type of fabric made from spun flax fibers. It was used for clothing and a variety of household uses such as bedclothes, table cloths, napkins, and towels.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984)",,,,1 yard,"4 shillings, 2 pence per yard",28.3,46.7,"The databases record one hundred and forty purchases of Linen in addition to purchases of specific types of linens such as osnaburg and mohair. Qualifiers include fine, glazed, check, white and brown as well as numbered types of linens. Their prices range from seven and a half pence for white linen to eight shillings two pence for checked linen.",Rug,Osnaburg,WomensCloak,Check,ShoeBuckle,Button,Hat,,,
Mohair,Mohair,Piece of mohair fabric,Mohair.jpg,MohairThumbnail.jpg,Mohair,L. 33 1/4 x W. 30 1/2 in. (77.5 x 84.5 cm),17th century,Flemish,"6,202 km",Metropolitan Museum of Art,http://www.metmuseum.org/art/collection/search/216451?when=A.D.??1800&amp;ft=mohair&amp;pg=1&amp;rpp=20&amp;pos=1,OASC,http://www.metmuseum.org/about-the-met/policies-and-documents/image-resources/frequently-asked-questions,MohairLedger.jpg,Textile,Daniel Talbot,29,Mohair was typically imported from the Levant,,,Levant,Mohair cloth is made from the wool of angora goats. The fabric was used primary for upholstery and draperies but could also be used for clothing.,Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 297-298.",,,,stick,2 pence per stick,1.13,1.86,The databases record seventeen sales of mohair with no indicators of quality or color. Mohair was sold by the stick and the prices range from two shillings for two sticks to sixteen and a half shillings for four sticks.,Rum,Sugar,Cotton,Button,Cinnamon,Hat,Osnaburg,,I haven't found anything useful to describe what a “stick” of mohair is.,
Muslin,Muslin,Muslin cover with linen embroidery,Muslin.jpg,MuslinThumbnail.jpg,Linen on Muslin,L. 40 1/4 x W. 63 1/2 inches (102.2 x 161.3 cm),18th Century,East India,"13,015 km",Metropolitan Museum of Art,http://www.metmuseum.org/art/collection/search/227419?when=A.D.??1800&amp;ft=muslin&amp;pg=1&amp;rpp=20&amp;pos=3,OASC,http://www.metmuseum.org/about-the-met/policies-and-documents/image-resources/frequently-asked-questions,MuslinLedger.jpg,Textile,Mary Janey,92,"In the 1750s, muslin was only available for import from East India, therefore Muslins in America were frequently imported from India through suppliers in England.",India,,,"Muslin was a thin cotton cloth used primarily for clothing and handkerchiefs, though it could also be used for draperies.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 304-306.",,,,yard,3 shillings per yard,20.4,33.6,"The databases record six purchases of muslin. One purchase is identified as 'fine' muslin, while another is labeled as 'muslin No. 2' indicating that there was a hierarchy of quality of muslins sold at the Ramsay store. All of the purchases were for quantities of one yard or less, indicating that the muslin was being used for accents, handkerchiefs, or trim rather than for clothing. Because it was sold in smaller quantities, these units were priced individually.",Tea,Candlesticks,ShoeBuckle,Linen,Check,Scissors,Allspice,,,
